name,genre,type,episodes,members,rating
Saint Seiya: The Lost Canvas - Meiou Shinwa,"Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural",OVA,13.0,40355,8.24
Seirei no Moribito,"Action, Adventure, Fantasy, Historical",TV,26.0,106888,8.24
Akatsuki no Yona,"Action, Adventure, Comedy, Fantasy, Romance, Shoujo",TV,24.0,216674,8.23
Detective Conan Movie 08: Magician of the Silver Sky,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1.0,23130,8.23
Durarara!!x2 Ketsu,"Action, Mystery, Supernatural",TV,12.0,115295,8.23
Free!: Eternal Summer Special,"Comedy, School, Slice of Life",Special,1.0,36091,8.23
Glass no Kamen (2005),"Drama, Shoujo",TV,51.0,17038,8.23
Gosick,"Drama, Historical, Mystery, Romance",TV,24.0,232113,8.23
Hajime no Ippo: Boxer no Kobushi,"Comedy, Drama, Shounen, Sports",Special,1.0,20157,8.23
Initial D First Stage,"Action, Cars, Drama, Seinen, Sports",TV,26.0,68128,8.23
Kill la Kill,"Action, Comedy, School, Super Power",TV,24.0,508118,8.23
Lovely★Complex,"Comedy, Romance, Shoujo",TV,24.0,235003,8.23
Perfect Blue,"Dementia, Drama, Horror, Psychological",Movie,1.0,117565,8.23
Princess Tutu,"Comedy, Fantasy, Magic, Romance",TV,38.0,73218,8.23
Sakasama no Patema,"Sci-Fi, Seinen",Movie,1.0,89749,8.23
Tsubasa: Shunraiki,"Action, Adventure, Drama, Fantasy, Magic, Mystery, Romance, Shounen, Supernatural",OVA,2.0,40420,8.23
Ashita no Joe,"Drama, Sports",TV,79.0,15442,8.22
Fairy Tail,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",TV,175.0,584590,8.22
Ghost in the Shell: Stand Alone Complex - Solid State Society,"Mecha, Military, Mystery, Police, Sci-Fi, Seinen",Special,1.0,55247,8.22
Magi: Sinbad no Bouken (TV),"Action, Adventure, Fantasy, Magic, Shounen",TV,13.0,73480,8.22
Shoujo Kakumei Utena,"Drama, Fantasy, Psychological, Shoujo",TV,39.0,77464,8.22
Tengen Toppa Gurren Lagann Movie: Gurren-hen,"Action, Comedy, Mecha",Movie,1.0,72933,8.22
Detective Conan Movie 10: Requiem of the Detectives,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1.0,21789,8.21
Evangelion: 1.0 You Are (Not) Alone,"Action, Mecha, Sci-Fi",Movie,1.0,194561,8.21
Full Metal Panic? Fumoffu,"Action, Comedy, School",TV,12.0,171086,8.21
Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,"Action, Drama, Military, Sci-Fi, Space",Movie,1.0,11808,8.21
Kara no Kyoukai 3: Tsuukaku Zanryuu,"Action, Drama, Mystery, Supernatural, Thriller",Movie,1.0,108720,8.21
Mobile Suit Gundam 00 Second Season,"Action, Drama, Mecha, Military, Sci-Fi, Space",TV,25.0,86972,8.21
Nisemonogatari,"Comedy, Mystery, Supernatural",TV,11.0,260062,8.21
Tsukimonogatari,"Comedy, Mystery, Supernatural",TV,4.0,111009,8.21
Ansatsu Kyoushitsu (TV),"Action, Comedy, School, Shounen",TV,22.0,312654,8.2
Aria The Avvenire,"Fantasy, Sci-Fi, Shounen, Slice of Life",Special,3.0,9500,8.2
Baby Steps 2nd Season,"Romance, School, Shounen, Sports",TV,25.0,36251,8.2
D.Gray-man,"Action, Adventure, Comedy, Shounen",TV,103.0,334399,8.2
"Ginga Eiyuu Densetsu Gaiden: Senoku no Hoshi, Senoku no Hikari","Action, Military, Sci-Fi, Space",OVA,24.0,8621,8.2
Gintama: Jump Festa 2014 Special,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Special,1.0,13764,8.2
Lupin III: Cagliostro no Shiro,"Adventure, Comedy, Shounen",Movie,1.0,32732,8.2
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,"Action, Drama, Mecha, Sci-Fi, Space",TV,25.0,21210,8.2
Ookiku Furikabutte: Natsu no Taikai-hen,"Comedy, Sports",TV,13.0,22190,8.2
Saiunkoku Monogatari 2nd Season,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",TV,39.0,23160,8.2
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,"Comedy, Drama, Romance, Shounen Ai",Movie,1.0,23045,8.2
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,"Drama, Slice of Life, Supernatural",Movie,1.0,95241,8.19
Dennou Coil,"Adventure, Comedy, Drama, Mystery, Sci-Fi",TV,26.0,76860,8.19
Eureka Seven,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,50.0,239570,8.19
Ghost in the Shell: Stand Alone Complex - The Laughing Man,"Action, Mecha, Mystery, Police, Psychological, Sci-Fi, Seinen",Special,1.0,21435,8.19
Gintama: Dai Hanseikai,"Action, Comedy, Parody, Samurai",Special,1.0,14728,8.19
Hidamari Sketch: Sae Hiro Sotsugyou-hen,"Comedy, School, Slice of Life",OVA,2.0,5959,8.19
Hikaru no Go,"Comedy, Game, Shounen, Supernatural",TV,75.0,69000,8.19
Kimi ni Todoke,"Romance, School, Shoujo, Slice of Life",TV,25.0,309339,8.19
Kokoro Connect: Michi Random,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",Special,4.0,106989,8.19
Tokyo Magnitude 8.0,Drama,TV,11.0,121349,8.19
Cardcaptor Sakura,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, School, Shoujo",TV,70.0,181249,8.18
ef: A Tale of Melodies.,"Drama, Mystery, Romance, Supernatural",TV,12.0,103657,8.18
Gin no Saji,"Comedy, School, Shounen, Slice of Life",TV,11.0,116261,8.18
Hachimitsu to Clover,"Comedy, Drama, Josei, Romance",TV,24.0,130646,8.18
Kodomo no Omocha (TV),"Comedy, Drama, Romance, Shoujo",TV,102.0,27893,8.18
Love Live! The School Idol Movie,"Music, School, Slice of Life",Movie,1.0,38118,8.18
Mahoutsukai no Yome: Hoshi Matsu Hito,"Fantasy, Magic",OVA,3.0,43372,8.18
Sekaiichi Hatsukoi OVA,"Comedy, Drama, Romance, Shounen Ai",OVA,2.0,35225,8.18
Working!!!,"Comedy, Romance, Slice of Life",TV,13.0,80763,8.18
Black Lagoon,"Action, Seinen",TV,12.0,332562,8.17
Detective Conan Movie 18: The Sniper from Another Dimension,"Action, Mystery, Police, Shounen",Movie,1.0,12151,8.17
Final Fantasy VII: Advent Children Complete,"Action, Fantasy, Super Power",OVA,1.0,77111,8.17
Higurashi no Naku Koro ni,"Horror, Mystery, Psychological, Supernatural, Thriller",TV,26.0,359494,8.17
Hyouka,"Mystery, School, Slice of Life",TV,22.0,372246,8.17
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,"Adventure, Drama, Music, Sci-Fi",Music,1.0,31464,8.17
Kanon (2006),"Drama, Romance, Slice of Life, Supernatural",TV,24.0,163171,8.17
Kimi ni Todoke 2nd Season,"Romance, School, Shoujo, Slice of Life",TV,12.0,171866,8.17
Noragami,"Action, Adventure, Shounen, Supernatural",TV,12.0,515378,8.17
Persona 3 the Movie 4: Winter of Rebirth,"Action, Fantasy, Seinen, Supernatural",Movie,1.0,13359,8.17
xxxHOLiC Shunmuki,"Comedy, Drama, Mystery, Psychological, Supernatural",OVA,2.0,40401,8.17
Zetsuen no Tempest,"Action, Drama, Fantasy, Magic, Mystery, Psychological, Shounen",TV,24.0,259900,8.17
Aria The Origination: Sono Choppiri Himitsu no Basho ni...,"Comedy, Shounen, Slice of Life",Special,1.0,11961,8.16
Detective Conan Movie 03: The Last Wizard of the Century,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1.0,26799,8.16
Detective Conan Movie 04: Captured in Her Eyes,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1.0,25461,8.16
Dragon Ball,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,153.0,316102,8.16
Hanada Shounen-shi,"Comedy, Drama, Slice of Life, Supernatural",TV,25.0,6321,8.16
Junjou Romantica 3,"Comedy, Drama, Romance, Shounen Ai",TV,12.0,39866,8.16
Juuni Kokuki,"Action, Adventure, Fantasy, Magic, Supernatural",TV,45.0,66646,8.16
Major Movie: Yuujou no Winning Shot,"Action, Shounen, Sports",Movie,1.0,9943,8.16
Mirai Shounen Conan,"Adventure, Drama, Sci-Fi",TV,26.0,15557,8.16
One Piece Film: Strong World Episode 0,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",OVA,1.0,33862,8.16
Phantom: Requiem for the Phantom,"Action, Drama, Seinen, Thriller",TV,26.0,159105,8.16
Tamako Love Story,"Comedy, Romance, Slice of Life",Movie,1.0,72708,8.16
Toaru Kagaku no Railgun S,"Action, Sci-Fi, Super Power",TV,24.0,137105,8.16
Touch,"Drama, Romance, School, Shounen, Slice of Life, Sports",TV,101.0,12833,8.16
Yowamushi Pedal,"Comedy, Drama, Shounen, Sports",TV,38.0,91138,8.16
Akira,"Action, Adventure, Horror, Military, Sci-Fi, Supernatural",Movie,1.0,215897,8.15
Black Lagoon: Roberta&#039;s Blood Trail,"Action, Seinen",OVA,5.0,108099,8.15
Durarara!!x2 Shou,"Action, Mystery, Supernatural",TV,12.0,189407,8.15
Gintama: Jump Festa 2015 Special,"Action, Comedy, Historical, Parody, Samurai, Shounen",Special,1.0,7923,8.15
High☆Speed!: Free! Starting Days,"School, Slice of Life, Sports",Movie,1.0,24310,8.15
Kyou kara Ore wa!!,"Comedy, Shounen",OVA,10.0,7954,8.15
Nurarihyon no Mago: Sennen Makyou,"Action, Demons, Shounen, Supernatural",TV,24.0,75612,8.15
Paprika,"Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller",Movie,1.0,163308,8.15
Prince of Tennis: The National Tournament Finals,"Comedy, School, Shounen, Sports",OVA,7.0,21020,8.15
School Rumble Ni Gakki,"Comedy, Romance, School, Shounen",TV,26.0,93095,8.15
Sekaiichi Hatsukoi,"Comedy, Drama, Romance, Shounen Ai",TV,12.0,94820,8.15
Akagami no Shirayuki-hime 2nd Season,"Drama, Fantasy, Romance, Shoujo",TV,12.0,80862,8.14
"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen","Drama, Romance, School, Slice of Life",Special,1.0,160423,8.14
Ginga Nagareboshi Gin,"Action, Adventure, Drama, Shounen",TV,21.0,10575,8.14
Initial D Fifth Stage,"Action, Cars, Drama, Seinen, Sports",TV,14.0,26711,8.14
K-On!!,"Comedy, Music, School, Slice of Life",TV,26.0,246276,8.14
Log Horizon,"Action, Adventure, Fantasy, Game, Magic, Shounen",TV,25.0,387100,8.14
Sekaiichi Hatsukoi: Valentine-hen,"Comedy, Romance, Shounen Ai",Movie,1.0,13454,8.14
Slayers Next,"Adventure, Comedy, Demons, Fantasy, Magic",TV,26.0,39832,8.14
Aria The OVA: Arietta,"Fantasy, Sci-Fi, Shounen, Slice of Life",OVA,1.0,20629,8.13
Detective Conan Movie 15: Quarter of Silence,"Adventure, Comedy, Mystery, Police, Shounen",Movie,1.0,17165,8.13
Digimon Adventure tri. 3: Kokuhaku,"Action, Adventure, Comedy, Drama",Movie,1.0,20989,8.13
Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,"Action, Comedy, Historical, Mecha, Parody, Samurai, Sci-Fi, Shounen",Special,1.0,29331,8.13
Igano Kabamaru,"Adventure, Comedy, Romance, Shounen",TV,24.0,5063,8.13
Kamisama Hajimemashita,"Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural",TV,13.0,189641,8.13
Kara no Kyoukai: Mirai Fukuin,"Drama, Mystery, Seinen, Supernatural",Movie,1.0,41168,8.13
Mobile Suit Gundam: The 08th MS Team,"Adventure, Drama, Mecha, Military, Romance, Sci-Fi",OVA,12.0,34177,8.13
Omae Umasou da na,"Action, Adventure, Fantasy, Kids",Movie,1.0,6645,8.13
Ushio to Tora (TV) 2nd Season,"Comedy, Demons, Shounen, Supernatural",TV,13.0,43916,8.13
Wolf&#039;s Rain OVA,"Adventure, Drama, Psychological, Sci-Fi, Supernatural",OVA,4.0,37679,8.13
Ajin 2nd Season,"Action, Horror, Mystery, Seinen, Supernatural",TV,13.0,51382,8.12
Aoki Hagane no Arpeggio: Ars Nova Cadenza,"Action, Sci-Fi, Seinen",Movie,1.0,12353,8.12
City Hunter 2,"Action, Comedy, Mystery, Shounen",TV,63.0,8199,8.12
Durarara!!x2 Ten,"Action, Mystery, Supernatural",TV,12.0,132506,8.12
ef: A Tale of Memories.,"Drama, Mystery, Romance",TV,12.0,151106,8.12
Ghost in the Shell 2.0,"Action, Mecha, Police, Psychological, Sci-Fi, Seinen",Movie,1.0,51789,8.12
Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven,"Action, Mecha, Sci-Fi",Special,1.0,16614,8.12
Ginga Sengoku Gunyuuden Rai,"Adventure, Romance, Sci-Fi, Shounen, Space",TV,52.0,5308,8.12
Initial D Second Stage,"Action, Cars, Drama, Seinen, Sports",TV,13.0,45825,8.12
Kami nomi zo Shiru Sekai II,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12.0,194300,8.12
Noragami Aragoto OVA,"Action, Adventure, Shounen",OVA,2.0,58075,8.12
Stand By Me Doraemon,"Comedy, Kids, Sci-Fi, Shounen",Movie,1.0,5712,8.12
Tiger &amp; Bunny,"Action, Comedy, Mystery, Super Power",TV,25.0,104075,8.12
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,"Comedy, Drama, Romance, School",TV,13.0,353876,8.12
Fullmetal Alchemist: Brotherhood Specials,"Adventure, Drama, Fantasy, Magic, Military, Shounen",Special,4.0,67962,8.11
Hanamonogatari,"Comedy, Mystery, Supernatural",TV,5.0,124886,8.11
Kimi to Boku. 2,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,13.0,44564,8.11
Ookiku Furikabutte,"Comedy, Sports",TV,25.0,49599,8.11
Ore Monogatari!!,"Comedy, Romance, Shoujo",TV,24.0,200833,8.11
Tamayura: Sotsugyou Shashin Part 4 - Ashita,"Comedy, Drama, Slice of Life",Movie,1.0,3187,8.1
Tekkon Kinkreet,"Action, Adventure, Psychological, Supernatural",Movie,1.0,46018,8.11
There She Is!!,"Comedy, Romance",ONA,5.0,13935,8.11
xxxHOLiC,"Comedy, Drama, Mystery, Psychological, Supernatural",TV,24.0,150872,8.11
Byousoku 5 Centimeter,"Drama, Romance, Slice of Life",Movie,3.0,324035,8.1
Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,"Action, Horror, Mystery, Psychological",Special,1.0,29969,8.1
Ginga Eiyuu Densetsu Gaiden: Rasen Meikyuu,"Drama, Military, Sci-Fi, Space",OVA,28.0,7712,8.1
Hyouge Mono,"Historical, Samurai, Seinen",TV,39.0,10649,8.1
Karigurashi no Arrietty,Fantasy,Movie,1.0,97910,8.1
Mahou Shoujo Lyrical Nanoha A&#039;s,"Action, Comedy, Drama, Magic, Super Power",TV,13.0,41685,8.1
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,"Drama, Historical, Romance, Samurai, Shounen",OVA,2.0,49454,8.1
Tanaka-kun wa Itsumo Kedaruge,"Comedy, School, Slice of Life",TV,12.0,101335,8.1
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",Movie,1.0,66721,8.09
Darker than Black: Kuro no Keiyakusha Gaiden,"Action, Mystery, Sci-Fi, Super Power",Special,4.0,136135,8.09
Elsword: El Lady,"Action, Fantasy",ONA,12.0,3846,8.11
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,"Action, Historical, Military, Sci-Fi, Space",Movie,1.0,15069,8.09
Hikaru no Go: Journey to the North Star Cup,"Game, Shounen",Special,1.0,13901,8.09
Hybrid Child,"Drama, Historical, Romance, Sci-Fi, Shounen Ai",OVA,4.0,26036,8.09
Isekai no Seikishi Monogatari,"Action, Comedy, Ecchi, Fantasy, Harem, Mecha, School",OVA,13.0,72021,8.09
Junjou Romantica OVA,"Comedy, Drama, Romance, Shounen Ai",OVA,2.0,23192,8.09
Kobato.,"Comedy, Drama, Fantasy",TV,24.0,88986,8.09
Kuuchuu Buranko,"Comedy, Drama, Psychological, Seinen",TV,11.0,41521,8.09
Macross: Do You Remember Love?,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,1.0,19240,8.09
One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,"Adventure, Comedy, Fantasy, Shounen",Special,1.0,30516,8.09
Prince of Tennis: The National Tournament,"Action, Comedy, Shounen, Sports",OVA,13.0,25170,8.09
Prince of Tennis: The National Tournament Semifinals,"Action, Comedy, Sports",OVA,6.0,21186,8.09
Eyeshield 21,"Action, Comedy, Shounen, Sports",TV,145.0,83648,8.08
Full Moon wo Sagashite,"Comedy, Drama, Music, Romance, Shoujo, Supernatural",TV,52.0,59374,8.08
Grisaia no Rakuen,"Drama, Harem, Psychological, Romance",TV,10.0,111962,8.08
Jigoku Shoujo Futakomori,"Horror, Mystery, Psychological, Supernatural",TV,26.0,79816,8.08
Junjou Romantica,"Comedy, Drama, Romance, Shounen Ai",TV,12.0,117910,8.08
Mawaru Penguindrum,"Comedy, Drama, Mystery, Psychological",TV,24.0,156689,8.08
SKET Dance OVA,"Comedy, School, Shounen",OVA,1.0,11342,8.08
Soul Eater,"Action, Adventure, Comedy, Fantasy, Shounen, Supernatural",TV,51.0,580184,8.08
Trigun: Badlands Rumble,"Action, Comedy, Sci-Fi",Movie,1.0,68181,8.08
Haibane Renmei,"Drama, Fantasy, Mystery, Psychological, Slice of Life",TV,13.0,120731,8.07
Kuroko no Basket: Tip Off,"Comedy, School, Shounen, Sports",Special,1.0,41760,8.07
Macross,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,36.0,44157,8.07
Mirai Nikki (TV),"Action, Mystery, Psychological, Shounen, Supernatural, Thriller",TV,26.0,657190,8.07
Saiyuuki Reload: Burial,"Action, Adventure, Drama, Fantasy, Shoujo",OVA,3.0,6554,8.07
Tentai Senshi Sunred 2nd Season,"Comedy, Parody, Seinen, Super Power",TV,26.0,4584,8.07
Terra e... (TV),"Action, Drama, Military, Sci-Fi, Space",TV,24.0,36941,8.07
Tokyo Ghoul,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",TV,12.0,618056,8.07
Usagi Drop Specials,"Josei, Slice of Life",Special,4.0,36351,8.07
Yume-iro Pâtissière,"Kids, School, Shoujo",TV,50.0,36921,8.07
Azumanga Daioh,"Comedy, School, Slice of Life",TV,26.0,170901,8.06
Colorful (Movie),"Drama, Slice of Life, Supernatural",Movie,1.0,63263,8.06
Detective Conan OVA 09: The Stranger in 10 Years...,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1.0,9649,8.06
Drifters: Special Edition,"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen",OVA,1.0,9807,8.06
FLCL,"Action, Comedy, Dementia, Mecha, Parody, Sci-Fi",OVA,6.0,305165,8.06
Full Metal Panic! The Second Raid,"Action, Mecha, Military",TV,13.0,155340,8.06
Kuroshitsuji,"Action, Comedy, Demons, Fantasy, Historical, Shounen, Supernatural",TV,24.0,424919,8.06
Love Live! School Idol Project 2nd Season,"Music, School, Slice of Life",TV,13.0,91864,8.06
Macross F Movie 2: Sayonara no Tsubasa,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Movie,1.0,17826,8.06
Magi: Sinbad no Bouken,"Action, Adventure, Fantasy, Magic, Shounen",OVA,5.0,52351,8.06
Nekomonogatari: Kuro,"Comedy, Romance, Supernatural",TV,4.0,173264,8.06
Saiunkoku Monogatari,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",TV,39.0,50951,8.06
School Rumble,"Comedy, Romance, School, Shounen",TV,26.0,178553,8.06
Strike the Blood II,"Action, Ecchi, Fantasy, School, Shounen, Supernatural, Vampire",OVA,8.0,28220,8.05
Suzumiya Haruhi no Yuuutsu,"Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life",TV,14.0,428569,8.06
Flanders no Inu (Movie),"Drama, Historical",Movie,1.0,8505,8.05
Golden Boy,"Adventure, Comedy, Ecchi",OVA,6.0,113040,8.05
Grisaia no Meikyuu: Caprice no Mayu 0,Drama,Special,1.0,70039,8.05
Kaleido Star,"Comedy, Drama, Fantasy, Shoujo",TV,51.0,42253,8.05
Kara no Kyoukai 4: Garan no Dou,"Action, Mystery, Supernatural, Thriller",Movie,1.0,103600,8.05
Lupin III vs. Detective Conan: The Movie,"Action, Comedy, Mystery, Shounen",Movie,1.0,10021,8.05
Non Non Biyori,"Comedy, School, Seinen, Slice of Life",TV,12.0,133475,8.05
Seitokai Yakuindomo* OVA,"Comedy, School, Shounen, Slice of Life",OVA,6.0,26361,8.05
Yakitate!! Japan,"Comedy, Shounen",TV,69.0,50876,8.05
Beelzebub,"Action, Comedy, Demons, School, Shounen, Supernatural",TV,60.0,217752,8.04
Death Billiards,"Drama, Game, Mystery, Psychological, Thriller",Movie,1.0,95690,8.04
Durarara!! Specials,"Action, Comedy, Supernatural",Special,2.0,103105,8.04
Jormungand: Perfect Order,"Action, Adventure, Seinen",TV,12.0,81951,8.04
Mahou Shoujo Lyrical Nanoha: The Movie 1st,"Action, Comedy, Drama, Magic, Super Power",Movie,1.0,20433,8.04
Overlord,"Action, Adventure, Fantasy, Game, Magic, Supernatural",TV,13.0,244268,8.04
Prince of Tennis,"Action, Comedy, School, Shounen, Sports",TV,178.0,87643,8.04
Takarajima,"Adventure, Drama, Historical, Mystery",TV,26.0,5306,8.04
xxxHOLiC Movie: Manatsu no Yoru no Yume,"Comedy, Drama, Mystery, Psychological, Supernatural",Movie,1.0,41547,8.04
Yuru Yuri San☆Hai!,"Comedy, School, Shoujo Ai, Slice of Life",TV,12.0,44335,8.04
Boruto: Naruto the Movie,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1.0,74690,8.03
Coquelicot-zaka kara,"Historical, Romance, School, Shoujo",Movie,1.0,50689,8.03
Eikoku Koi Monogatari Emma: Molders-hen,"Drama, Historical, Romance, Seinen, Slice of Life",TV,12.0,11903,8.03
Ergo Proxy,"Mystery, Psychological, Sci-Fi",TV,23.0,265005,8.03
Hanasaku Iroha,"Comedy, Drama, Seinen, Slice of Life",TV,26.0,150393,8.03
Hataraku Maou-sama!,"Comedy, Demons, Fantasy, Romance, Shounen",TV,13.0,409037,8.03
Hibike! Euphonium,"Drama, Music, School",TV,13.0,134694,8.03
Higashi no Eden,"Action, Comedy, Drama, Mystery, Romance, Sci-Fi, Thriller",TV,11.0,276593,8.03
Ie Naki Ko Remi,"Adventure, Drama, Historical, Slice of Life",TV,23.0,6528,8.03
Kono Subarashii Sekai ni Shukufuku wo!,"Adventure, Comedy, Fantasy, Supernatural",TV,10.0,244877,8.03
Kurenai no Buta,"Action, Adventure, Comedy, Drama, Historical, Military, Romance",Movie,1.0,74028,8.03
Mobile Suit Zeta Gundam,"Drama, Mecha, Military, Sci-Fi, Space",TV,50.0,28959,8.03
Prison School,"Comedy, Ecchi, Romance, School, Seinen",TV,12.0,227734,8.03
Saint Seiya,"Adventure, Fantasy, Sci-Fi, Shounen",TV,114.0,70559,8.03
Sayonara Zetsubou Sensei,"Comedy, Parody, School",TV,12.0,174531,8.03
Seto no Hanayome OVA,"Comedy, Parody, Romance, School",OVA,2.0,31973,8.03
Zoku Sayonara Zetsubou Sensei,"Comedy, Parody, School",TV,13.0,74040,8.03
Akachan to Boku,"Comedy, Drama, Shoujo",TV,35.0,8353,8.02
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen","Drama, Romance, School",Special,1.0,138364,8.02
Hakuouki Movie 2: Shikon Soukyuu,"Action, Drama, Historical, Josei, Samurai, Supernatural",Movie,1.0,9492,8.03
Kara no Kyoukai 2: Satsujin Kousatsu (Zen),"Action, Mystery, Romance, Supernatural, Thriller",Movie,1.0,114415,8.02
Macross F,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",TV,25.0,95551,8.02
Magic Kaito,"Adventure, Comedy, Romance, Shounen",Special,12.0,27274,8.02
Sakigake!! Cromartie Koukou,"Comedy, School, Shounen",TV,26.0,67254,8.02
Shijou Saikyou no Deshi Kenichi OVA,"Action, Comedy, Martial Arts, School, Shounen",OVA,11.0,24167,8.02
